review_id,title,year,journal,n_studies,population,intervention,comparator,outcome,effect_size,ci_lower,ci_upper,quality_rating,database_source
SR19471,Single technology concern involve recent continue.,2007,Lancet,25,Adults,metformin,none,infection rate,1.19,1.03,1.37,High,Ovid
SR19472,Decade court west interesting plan item present kind.,2011,Nature,76,Children,ACE inhibitors,low dose,weight loss,0.52,0.31,0.69,Low,Ovid
SR19473,Day fund answer.,2025,Nature,73,Adults,mRNA vaccine,cephalosporin,symptom reduction,1.54,1.43,1.62,High,LOVE
SR19474,Partner say major address game house.,2018,NEJM,86,Smokers,carbapenem,cephalosporin,mortality,0.67,0.39,0.86,Low,PubMed
SR19475,Specific attention air scene.,2004,Science,100,Smokers,carbapenem,low dose,weight loss,0.68,0.56,0.81,Critically Low,LOVE
SR19476,Congress couple with consumer while.,2018,PLOS ONE,56,Smokers,statins,no therapy,smoking cessation,1.15,0.98,1.25,Moderate,Cochrane
SR19477,Floor seat draw knowledge Mrs however month.,2002,Lancet,56,Diabetics,placebo,cephalosporin,infection rate,1.06,0.9,1.17,High,Cochrane
SR19478,Wife most rest admit trouble.,2002,Lancet,98,Children,mRNA vaccine,cephalosporin,hospitalization,1.34,1.1,1.55,Moderate,Scopus
SR19479,Night easy use pick.,2000,BMJ,44,Children,metformin,placebo,infection rate,1.18,1.0,1.23,Moderate,LOVE
SR19480,Million arrive person quite describe their gas.,2021,BMJ,27,Smokers,statins,placebo,mortality,1.16,1.02,1.41,Moderate,Embase
SR19481,Buy heavy among ever chance.,2014,Nature,79,Children,behavioral therapy,low dose,infection rate,0.99,0.87,1.23,Low,PubMed
SR19482,Democrat training these position physical none.,2021,Lancet,72,Elderly,placebo,standard care,weight loss,1.12,1.0,1.41,Moderate,Cochrane
SR19483,Kid politics finally agent yes.,2017,Science,42,Pregnant women,carbapenem,standard care,infection rate,1.91,1.78,2.01,Moderate,PubMed
SR19484,Meet during whose environmental own inside.,2000,Science,45,Adults,mRNA vaccine,cephalosporin,weight loss,0.82,0.62,0.99,High,PubMed
SR19485,Movie camera assume American property build.,2012,PLOS ONE,97,Elderly,carbapenem,standard care,mortality,1.58,1.36,1.76,High,PubMed
SR19486,Message analysis person before base behavior.,2003,Nature,35,Adults,mRNA vaccine,low dose,symptom reduction,1.17,1.02,1.32,Low,LOVE
SR19487,Miss development central evening economy.,2013,NEJM,40,Elderly,mRNA vaccine,cephalosporin,hospitalization,0.89,0.69,1.12,Critically Low,Scopus
SR19488,Dark bit difference protect agency hope create.,2019,Science,15,Children,behavioral therapy,placebo,weight loss,0.84,0.64,0.96,Critically Low,Embase
SR19489,Matter age before program enjoy various crime eat.,2010,JAMA,35,Smokers,ACE inhibitors,standard care,smoking cessation,1.34,1.19,1.57,Moderate,LOVE
SR19490,Threat age assume give arrive total course.,2020,NEJM,75,Smokers,mRNA vaccine,no therapy,smoking cessation,0.59,0.36,0.75,Moderate,Cochrane
SR19491,Father author value set total.,2008,NEJM,61,Smokers,metformin,placebo,weight loss,1.18,1.08,1.27,Critically Low,PubMed
SR19492,Month if sea.,2006,Science,65,Pregnant women,behavioral therapy,placebo,weight loss,1.65,1.42,1.78,Critically Low,Cochrane
SR19493,Center whole various.,2025,JAMA,42,Adults,metformin,no therapy,hospitalization,0.58,0.36,0.67,Low,Embase
SR19494,Lot seem friend entire push foot.,2000,PLOS ONE,48,Elderly,behavioral therapy,placebo,mortality,1.52,1.29,1.65,Critically Low,Ovid
SR19495,Truth really system spend cup.,2021,PLOS ONE,50,Diabetics,placebo,cephalosporin,symptom reduction,0.69,0.51,0.89,Low,Cochrane
SR19496,Join five possible response still.,2004,NEJM,97,Children,statins,none,infection rate,1.65,1.38,1.8,Low,Ovid
SR19497,Today wonder campaign discuss air view.,2000,BMJ,88,Smokers,carbapenem,none,smoking cessation,0.6,0.38,0.86,High,Scopus
SR19498,Feel until policy responsibility.,2011,Science,35,Adults,metformin,no therapy,symptom reduction,0.62,0.38,0.72,Critically Low,LOVE
SR19499,Couple lose after decision school stay.,2019,PLOS ONE,12,Children,behavioral therapy,standard care,mortality,1.05,0.92,1.3,Low,Ovid
SR19500,Condition identify serious.,2011,PLOS ONE,18,Adults,metformin,placebo,symptom reduction,1.85,1.61,1.95,Moderate,Web of Science
SR19501,Fact father director arm reach.,2004,BMJ,50,Adults,mRNA vaccine,no therapy,infection rate,1.41,1.21,1.46,Moderate,Cochrane
SR19502,The investment and say new rise.,2020,Nature,44,Elderly,metformin,standard care,smoking cessation,1.81,1.72,1.99,Moderate,Scopus
SR19503,Everybody strategy research special leg.,2002,BMJ,14,Diabetics,behavioral therapy,none,smoking cessation,0.77,0.68,0.91,Critically Low,PubMed
SR19504,Often box ground animal.,2023,PLOS ONE,84,Children,statins,cephalosporin,weight loss,1.63,1.34,1.73,High,Cochrane
SR19505,Strategy inside else risk book many space voice.,2023,PLOS ONE,55,Pregnant women,carbapenem,none,weight loss,0.85,0.63,1.15,Low,Scopus
SR19506,Various man where majority different energy herself.,2025,Nature,39,Pregnant women,ACE inhibitors,cephalosporin,hospitalization,1.75,1.5,2.0,Low,Ovid
SR19507,Anyone store stage during painting gas thing.,2023,JAMA,22,ICU patients,ACE inhibitors,low dose,mortality,1.67,1.44,1.9,High,Ovid
SR19508,Lot environment size general.,2015,PLOS ONE,76,Smokers,ACE inhibitors,none,hospitalization,0.53,0.32,0.69,High,Web of Science
SR19509,Lose education little song film interest.,2006,JAMA,20,Smokers,ACE inhibitors,placebo,hospitalization,1.13,1.02,1.27,Critically Low,Web of Science
SR19510,Political late under.,2010,Science,96,Elderly,metformin,low dose,mortality,0.9,0.79,1.19,High,Embase
SR19511,Political admit situation early position because process.,2004,JAMA,17,Pregnant women,statins,cephalosporin,infection rate,0.59,0.53,0.88,Low,Cochrane
SR19512,Two beyond computer sing career yet the.,2006,Science,12,Children,mRNA vaccine,low dose,symptom reduction,0.71,0.54,0.97,Moderate,Embase
SR19513,Consumer parent reflect.,2002,BMJ,52,Children,mRNA vaccine,low dose,smoking cessation,1.43,1.27,1.72,High,PubMed
SR19514,Young admit join treatment practice sing.,2025,BMJ,37,ICU patients,carbapenem,standard care,mortality,1.79,1.55,1.86,Critically Low,Scopus
SR19515,They response picture interest while.,2009,Lancet,62,Elderly,mRNA vaccine,placebo,smoking cessation,0.51,0.27,0.74,Critically Low,Cochrane
SR19516,Program remember modern know professional.,2003,PLOS ONE,87,Elderly,statins,standard care,symptom reduction,0.77,0.65,1.07,Low,LOVE
SR19517,Onto other century plan woman.,2020,JAMA,54,Elderly,mRNA vaccine,placebo,infection rate,1.79,1.62,1.96,Low,LOVE
SR19518,Detail board should possible and special Republican position.,2021,Nature,28,ICU patients,metformin,no therapy,mortality,1.63,1.36,1.9,Moderate,Web of Science
SR19519,Administration board maintain wonder.,2001,JAMA,43,Pregnant women,mRNA vaccine,placebo,hospitalization,1.92,1.78,2.19,Critically Low,LOVE
SR19520,Professor power light fight garden consider billion short.,2002,Science,91,Smokers,carbapenem,low dose,infection rate,1.69,1.59,1.86,Critically Low,Scopus
SR19521,Wall hundred speech whole education would.,2024,Lancet,75,Children,mRNA vaccine,none,smoking cessation,1.15,1.09,1.23,Low,LOVE
SR19522,Next which owner member.,2022,Nature,96,Diabetics,mRNA vaccine,no therapy,mortality,1.32,1.17,1.48,Moderate,PubMed
SR19523,Wear reduce anything would go development.,2007,NEJM,75,Children,behavioral therapy,no therapy,smoking cessation,0.74,0.47,0.84,Low,Cochrane
SR19524,Reveal civil since other whole allow consumer.,2015,Nature,76,Children,carbapenem,placebo,mortality,1.1,0.86,1.23,High,Cochrane
SR19525,Well local current win field ability.,2009,BMJ,59,Adults,carbapenem,none,smoking cessation,1.32,1.26,1.54,High,Scopus
SR19526,Challenge actually themselves water food wife myself.,2018,PLOS ONE,88,Adults,statins,none,weight loss,1.78,1.68,2.0,High,Cochrane
SR19527,Task story want memory forward politics.,2002,BMJ,80,ICU patients,metformin,placebo,symptom reduction,1.55,1.49,1.81,Moderate,Web of Science
SR19528,Bag upon soldier child major.,2007,JAMA,53,Diabetics,statins,none,weight loss,1.88,1.64,2.15,Moderate,PubMed
SR19529,Board him prove trouble game take right.,2024,BMJ,89,Diabetics,statins,no therapy,infection rate,1.69,1.42,1.83,Low,LOVE
SR19530,Television citizen have state.,2014,Lancet,78,Pregnant women,placebo,cephalosporin,hospitalization,1.55,1.41,1.82,Moderate,Web of Science
SR19531,Garden treatment news run artist.,2011,PLOS ONE,97,Children,carbapenem,cephalosporin,symptom reduction,0.58,0.52,0.73,Low,Cochrane
SR19532,Evidence response network throw compare near.,2007,Science,78,Pregnant women,metformin,no therapy,weight loss,0.82,0.72,1.07,High,PubMed
SR19533,Visit move itself report television down.,2012,PLOS ONE,90,Elderly,carbapenem,low dose,mortality,1.79,1.66,1.93,Critically Low,PubMed
SR19534,Open time community model follow film yeah low.,2024,NEJM,48,Diabetics,placebo,standard care,symptom reduction,1.47,1.17,1.74,Moderate,Web of Science
SR19535,Party executive blue wind item level with.,2025,PLOS ONE,22,ICU patients,mRNA vaccine,no therapy,hospitalization,1.37,1.08,1.5,High,Web of Science
SR19536,Week tough claim itself beautiful fish experience alone.,2002,Nature,49,ICU patients,carbapenem,low dose,symptom reduction,1.77,1.67,1.92,Moderate,LOVE
SR19537,Against send play area yeah.,2017,Science,67,Pregnant women,statins,placebo,infection rate,1.54,1.46,1.8,Critically Low,Scopus
SR19538,Article like more.,2014,JAMA,48,Diabetics,metformin,low dose,hospitalization,0.5,0.32,0.69,Low,PubMed
SR19539,Nearly media particularly.,2025,NEJM,26,Children,carbapenem,none,hospitalization,0.53,0.3,0.7,Moderate,Ovid
SR19540,Next sport author.,2024,NEJM,17,Smokers,ACE inhibitors,none,weight loss,1.02,0.92,1.1,Critically Low,LOVE
SR19541,Benefit raise senior entire.,2002,Lancet,70,Smokers,statins,placebo,hospitalization,1.92,1.72,2.05,Low,PubMed
SR19542,Agreement coach may.,2006,NEJM,58,Pregnant women,behavioral therapy,cephalosporin,symptom reduction,1.07,0.82,1.26,High,Web of Science
SR19543,Security light democratic community letter expect together.,2008,Science,75,Smokers,mRNA vaccine,placebo,mortality,1.84,1.79,2.13,Critically Low,Embase
SR19544,Relationship keep yet brother protect paper attorney.,2001,NEJM,43,Pregnant women,ACE inhibitors,placebo,smoking cessation,1.2,1.12,1.31,Moderate,Embase
SR19545,Top about chance have.,2002,PLOS ONE,42,Diabetics,statins,cephalosporin,smoking cessation,1.06,0.96,1.29,High,Scopus
SR19546,Job career forward movie pattern.,2008,PLOS ONE,17,Adults,placebo,standard care,mortality,1.38,1.27,1.52,Critically Low,Cochrane
SR19547,Wide four hear fast that institution material.,2003,PLOS ONE,86,Adults,placebo,cephalosporin,smoking cessation,1.99,1.83,2.28,Low,LOVE
SR19548,Condition factor power forward help usually.,2018,Science,33,Smokers,metformin,standard care,mortality,1.61,1.51,1.71,Low,PubMed
SR19549,Do down positive nice.,2017,NEJM,36,Adults,mRNA vaccine,no therapy,mortality,0.81,0.58,0.99,Critically Low,Embase
SR19550,Third I physical money.,2002,Science,18,Adults,statins,standard care,weight loss,1.39,1.17,1.62,Moderate,Embase
SR19551,Positive step become science shoulder.,2024,JAMA,34,Children,ACE inhibitors,cephalosporin,symptom reduction,1.02,0.88,1.19,High,Web of Science
SR19552,Right middle discuss.,2017,Science,61,ICU patients,ACE inhibitors,low dose,infection rate,0.54,0.38,0.69,Critically Low,Ovid
SR19553,Think trip maybe customer food both.,2015,Nature,25,Smokers,mRNA vaccine,standard care,infection rate,0.69,0.44,0.91,Low,LOVE
SR19554,Yard and subject college media threat.,2014,JAMA,80,Diabetics,metformin,low dose,symptom reduction,1.53,1.29,1.72,High,Embase
SR19555,Amount institution meeting plant sport attorney.,2002,Science,51,Smokers,behavioral therapy,placebo,infection rate,0.86,0.72,0.95,Low,Embase
SR19556,Hotel skin campaign never.,2025,Science,95,ICU patients,ACE inhibitors,standard care,smoking cessation,1.72,1.49,1.89,Moderate,Ovid
SR19557,Less reveal today despite.,2001,JAMA,16,ICU patients,placebo,no therapy,symptom reduction,1.44,1.26,1.55,Critically Low,Cochrane
SR19558,Of strategy we staff economy.,2015,NEJM,30,Pregnant women,behavioral therapy,placebo,weight loss,1.8,1.72,1.91,Critically Low,Scopus
SR19559,Writer along or difficult from.,2003,NEJM,71,Children,carbapenem,standard care,infection rate,0.67,0.56,0.76,Low,Cochrane
SR19560,Success itself measure debate.,2000,NEJM,28,Children,mRNA vaccine,low dose,symptom reduction,1.01,0.87,1.21,Low,Scopus
SR19561,Management plant remember product.,2020,Nature,71,Children,carbapenem,cephalosporin,hospitalization,1.34,1.1,1.62,Critically Low,Web of Science
SR19562,Not will like family medical establish each.,2004,BMJ,12,Adults,carbapenem,standard care,mortality,1.99,1.69,2.27,Moderate,LOVE
SR19563,Also happy drive news brother sister others.,2015,BMJ,45,Children,carbapenem,low dose,weight loss,1.35,1.13,1.6,Critically Low,Scopus
SR19564,Over throw give performance.,2002,NEJM,13,Elderly,mRNA vaccine,standard care,hospitalization,1.95,1.65,2.01,Low,Embase
SR19565,Maybe order company around movement administration list.,2015,Lancet,30,Children,ACE inhibitors,low dose,hospitalization,0.59,0.32,0.82,Moderate,PubMed
SR19566,During garden certainly somebody agency under per.,2004,Nature,32,Adults,behavioral therapy,placebo,hospitalization,0.95,0.75,1.18,Critically Low,Ovid
SR19567,Speak between become several boy stage stage cut.,2003,NEJM,56,Smokers,metformin,low dose,symptom reduction,1.14,1.07,1.27,Moderate,Scopus
SR19568,Purpose seven skill boy.,2010,Nature,24,Elderly,metformin,placebo,weight loss,0.74,0.53,0.91,Moderate,Scopus
SR19569,Pay our turn leave plan.,2003,Nature,19,ICU patients,carbapenem,none,weight loss,1.48,1.28,1.62,Critically Low,Web of Science
SR19570,Rather hour large.,2010,NEJM,41,ICU patients,statins,cephalosporin,symptom reduction,1.95,1.76,2.15,High,LOVE
SR19571,Even glass way figure everyone become later.,2013,Science,69,Smokers,statins,none,mortality,1.63,1.52,1.75,Moderate,Scopus
SR19572,Water reduce away brother central anyone finally.,2005,BMJ,46,Adults,placebo,standard care,symptom reduction,0.82,0.74,0.97,Critically Low,Embase
SR19573,Care rule strong.,2025,JAMA,79,Pregnant women,placebo,placebo,hospitalization,0.7,0.43,0.81,Critically Low,Ovid
SR19574,Like room production eight under director.,2005,Science,87,Diabetics,statins,no therapy,symptom reduction,0.98,0.9,1.2,Critically Low,LOVE
SR19575,Media ready safe.,2016,Lancet,75,ICU patients,ACE inhibitors,none,hospitalization,1.61,1.36,1.69,Moderate,Ovid
SR19576,Ten keep finally age factor east.,2012,PLOS ONE,73,Children,behavioral therapy,standard care,mortality,1.52,1.25,1.58,Moderate,Embase
SR19577,Their major sometimes bad.,2018,BMJ,53,Children,metformin,cephalosporin,mortality,0.63,0.49,0.7,Critically Low,LOVE
SR19578,Prepare lead purpose situation investment morning.,2024,Nature,61,Diabetics,mRNA vaccine,placebo,hospitalization,0.97,0.78,1.14,Low,Cochrane
SR19579,Yet until happy bank fact radio above.,2004,Nature,96,Smokers,ACE inhibitors,standard care,symptom reduction,1.65,1.55,1.78,Low,Web of Science
SR19580,Notice value network newspaper answer.,2023,Science,69,Adults,metformin,cephalosporin,weight loss,0.92,0.74,0.97,Moderate,Ovid
SR19581,Practice gas better ready.,2009,JAMA,89,ICU patients,carbapenem,placebo,symptom reduction,1.57,1.29,1.77,Critically Low,Ovid
SR19582,Too evening personal board certain tough father laugh.,2014,JAMA,65,Smokers,ACE inhibitors,low dose,hospitalization,1.54,1.29,1.75,High,Embase
SR19583,Available suffer project.,2020,Science,71,Smokers,metformin,none,weight loss,1.63,1.5,1.68,Critically Low,Cochrane
SR19584,Determine even reveal himself level for miss.,2005,JAMA,40,Smokers,statins,placebo,mortality,1.44,1.36,1.56,Low,Scopus
SR19585,Clearly hotel her in pass.,2016,Science,90,Pregnant women,behavioral therapy,low dose,infection rate,1.21,0.95,1.28,Low,Scopus
SR19586,Reason out at create finally million moment.,2011,BMJ,90,Adults,statins,placebo,infection rate,1.75,1.65,1.99,Moderate,PubMed
SR19587,Together area attorney take hear.,2015,JAMA,20,Pregnant women,carbapenem,none,hospitalization,0.66,0.54,0.77,Moderate,LOVE
SR19588,Toward east walk culture perhaps.,2019,JAMA,79,Adults,placebo,standard care,infection rate,1.19,1.07,1.28,High,Scopus
SR19589,Back option even somebody throughout same black.,2020,PLOS ONE,22,Adults,placebo,placebo,mortality,1.87,1.57,2.02,Low,Ovid
SR19590,Determine chance start difference ten quite.,2024,JAMA,87,Smokers,ACE inhibitors,standard care,hospitalization,1.25,1.17,1.4,Critically Low,LOVE
SR19591,Test sense main employee fill hope audience.,2021,BMJ,47,ICU patients,behavioral therapy,placebo,weight loss,0.64,0.38,0.87,Critically Low,Cochrane
SR19592,Role student policy involve.,2013,Lancet,73,Elderly,mRNA vaccine,standard care,mortality,1.32,1.14,1.6,Low,LOVE
SR19593,Camera dog memory science data according.,2019,Science,88,Adults,placebo,placebo,infection rate,1.0,0.91,1.13,High,Web of Science
SR19594,Big kid myself avoid push.,2022,JAMA,57,Children,ACE inhibitors,standard care,hospitalization,1.02,0.93,1.25,Low,LOVE
SR19595,Situation rate whatever when least.,2016,PLOS ONE,10,Elderly,placebo,placebo,smoking cessation,0.5,0.27,0.65,High,Web of Science
SR19596,Early threat cover human well thing base.,2019,JAMA,30,Children,placebo,cephalosporin,smoking cessation,1.8,1.51,2.05,Low,PubMed
SR19597,Meet capital size record skill two.,2019,NEJM,89,Adults,placebo,placebo,hospitalization,1.09,0.94,1.23,Critically Low,Embase
SR19598,Hear at southern truth.,2006,Science,15,ICU patients,placebo,cephalosporin,mortality,0.79,0.57,1.03,Moderate,LOVE
